congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
114,Senate,1,2015-01-08,1,1,31,66,-0.236,-0.142,0.392,0.266,-13.518,HR26,Amendment Rejected,,,
114,Senate,2,2015-01-08,1,2,93,4,-0.334,-0.915,-0.117,-0.604,-12.737,HR26,Bill Passed,,,
114,Senate,3,2015-01-12,1,3,63,32,-0.194,-0.171,-0.336,-0.459,-12.206,S1,Cloture on the Motion to Proceed Agreed to,,,
114,Senate,4,2015-01-20,1,4,57,42,-0.077,-0.122,-0.401,-0.198,-5.333,S1,Motion to Table Agreed to,,,
114,Senate,5,2015-01-20,1,5,53,46,0.123,-0.088,-0.263,0.195,-6.864,S1,Motion to Table Agreed to,,,
114,Senate,6,2015-01-20,1,6,94,5,0.766,-0.138,0.398,0.155,-6.501,S1,Amendment Agreed to,,,
114,Senate,7,2015-01-21,1,7,54,45,0.036,-0.092,-0.459,0.166,-0.388,S1,Amendment Rejected,,,
114,Senate,8,2015-01-21,1,8,41,58,-0.047,-0.116,0.31,0.715,-7.374,S1,Amendment Rejected,,,
114,Senate,9,2015-01-21,1,9,54,45,0.071,-0.116,-0.248,-0.616,-11.492,S1,Amendment Rejected,,,
114,Senate,10,2015-01-21,1,10,98,1,0.0,0.0,0.0,0.0,0.0,S1,Amendment Agreed to,,,
114,Senate,11,2015-01-21,1,11,59,40,0.291,-0.028,0.171,0.806,-25.075,S1,Amendment Rejected,,,
114,Senate,12,2015-01-21,1,12,50,49,0.218,-0.074,0.338,0.416,-8.846,S1,Amendment Rejected,,,
114,Senate,13,2015-01-22,1,13,55,44,0.199,0.052,0.174,0.47,-23.639,S1,Amendment Rejected,,,
114,Senate,14,2015-01-22,1,14,54,45,0.055,-0.101,-0.178,-0.335,-19.577,S1,Amendment Rejected,,,
114,Senate,15,2015-01-22,1,15,53,46,0.119,-0.089,-0.385,-0.163,-3.807,S1,Motion to Table Agreed to,,,
114,Senate,16,2015-01-22,1,16,56,42,-0.082,-0.112,-0.365,-0.028,-7.127,S1,Motion to Table Agreed to,,,
114,Senate,17,2015-01-22,1,17,51,47,0.101,-0.065,-0.21,-0.422,-13.024,S1,Amendment Rejected,,,
114,Senate,18,2015-01-22,1,18,75,23,0.513,-0.01,0.242,0.24,-31.437,S1,Amendment Agreed to,,,
114,Senate,19,2015-01-22,1,19,50,47,0.209,-0.064,0.294,0.386,-10.225,S1,Amendment Rejected,,,
114,Senate,20,2015-01-22,1,20,51,46,0.097,-0.097,-0.328,-0.531,-4.763,S1,Amendment Rejected,,,
114,Senate,21,2015-01-22,1,21,64,33,-0.21,-0.177,-0.345,-0.49,-14.204,S1,Amendment Agreed to,,,
114,Senate,22,2015-01-22,1,22,43,54,-0.045,0.013,0.219,0.502,-13.446,S1,Amendment Rejected,,,
114,Senate,23,2015-01-22,1,23,89,5,0.457,-0.89,0.103,-0.384,-22.854,S1,Motion for Attendance Agreed to,,,
114,Senate,24,2015-01-22,1,24,53,42,-0.066,-0.113,-0.356,0.047,-6.615,S1,Motion to Table Agreed to,,,
114,Senate,25,2015-01-22,1,25,57,38,-0.116,-0.081,-0.303,0.248,-11.979,S1,Motion to Table Agreed to,,,
114,Senate,26,2015-01-22,1,26,52,43,0.037,-0.091,-0.456,0.166,-0.39,S1,Motion to Table Agreed to,,,
114,Senate,27,2015-01-22,1,27,53,41,-0.046,-0.113,-0.433,-0.267,-2.817,S1,Motion to Table Agreed to,,,
114,Senate,28,2015-01-22,1,28,49,45,0.173,-0.076,-0.391,-0.345,-3.39,S1,Motion to Table Agreed to,,,
114,Senate,29,2015-01-26,1,29,53,39,-0.024,-0.066,-0.206,-0.276,-11.689,S1,Cloture Motion Rejected,,,
114,Senate,30,2015-01-26,1,30,53,39,-0.024,-0.066,-0.206,-0.276,-11.689,S1,Cloture Motion Rejected,,,
114,Senate,31,2015-01-28,1,31,36,62,-0.187,-0.136,0.43,0.282,-9.185,S1,Amendment Rejected,,,
114,Senate,32,2015-01-28,1,32,40,58,-0.071,-0.096,0.249,0.424,-12.901,S1,Amendment Rejected,,,
114,Senate,33,2015-01-28,1,33,40,58,-0.111,-0.134,0.435,0.373,-5.089,S1,Amendment Rejected,,,
114,Senate,34,2015-01-28,1,34,53,45,0.045,-0.102,-0.374,-0.35,-3.591,S1,Amendment Rejected,,,
114,Senate,35,2015-01-28,1,35,54,44,-0.031,-0.101,-0.452,-0.078,-1.82,S1,Amendment Rejected,,,
114,Senate,36,2015-01-28,1,36,44,52,-0.023,-0.107,0.409,0.103,-3.076,S1,Amendment Rejected,,,
114,Senate,37,2015-01-28,1,37,50,47,0.108,-0.099,-0.209,-0.208,-14.136,S1,Amendment Rejected,,,
114,Senate,38,2015-01-28,1,38,47,51,0.162,-0.083,0.395,0.288,-3.925,S1,Amendment Rejected,,,
114,Senate,39,2015-01-28,1,39,50,48,0.139,-0.089,-0.231,-0.374,-12.116,S1,Amendment Rejected,,,
114,Senate,40,2015-01-28,1,40,47,51,0.136,-0.104,0.289,0.465,-7.317,S1,Amendment Rejected,,,
114,Senate,41,2015-01-28,1,41,35,63,-0.172,-0.171,0.305,0.474,-13.471,S1,Amendment Rejected,,,
114,Senate,42,2015-01-29,1,42,47,51,0.04,0.084,-0.161,-0.645,-24.51,S1,Amendment Rejected,,,
114,Senate,43,2015-01-29,1,43,59,39,0.338,-0.037,0.238,0.385,-21.704,S1,Amendment Rejected,,,
114,Senate,44,2015-01-29,1,44,45,53,0.06,-0.098,0.293,1.03,-6.787,S1,Amendment Rejected,,,
114,Senate,45,2015-01-29,1,45,62,35,-0.173,-0.157,-0.404,-0.46,-9.1,S1,Cloture Motion Agreed to,,,
114,Senate,46,2015-01-29,1,46,41,56,-0.108,-0.102,0.36,-0.051,-8.899,S1,Amendment Rejected,,,
114,Senate,47,2015-01-29,1,47,36,62,-0.182,-0.141,0.406,0.335,-10.017,S1,Amendment Rejected,,,
114,Senate,48,2015-01-29,1,48,44,54,-0.044,-0.095,0.402,-0.12,-3.413,S1,Amendment Rejected,,,
114,Senate,49,2015-01-29,1,49,62,36,-0.174,-0.155,-0.405,-0.46,-9.102,S1,Bill Passed,,,
114,Senate,50,2015-02-03,1,50,99,0,0.0,0.0,0.0,0.0,0.0,HR203,Bill Passed,,,
114,Senate,51,2015-02-03,1,51,51,48,0.146,-0.074,-0.23,0.015,-10.599,HR240,Cloture on the Motion to Proceed Rejected,,,
114,Senate,52,2015-02-04,1,52,53,47,0.12,-0.078,-0.26,-0.046,-7.188,HR240,Cloture on the Motion to Proceed Rejected,,,
114,Senate,53,2015-02-05,1,53,52,47,0.139,-0.078,-0.231,0.059,-10.814,HR240,Cloture on the Motion to Proceed Rejected,,,
114,Senate,54,2015-02-09,1,54,92,0,0.0,0.0,0.0,0.0,0.0,PN60,Nomination Confirmed,,,
114,Senate,55,2015-02-11,1,55,98,0,0.0,0.0,0.0,0.0,0.0,S295,Bill Passed,,,
114,Senate,56,2015-02-12,1,56,93,5,0.535,0.764,0.121,0.456,-18.214,PN1,Nomination Confirmed,,,
114,Senate,57,2015-02-23,1,57,47,46,0.149,-0.069,-0.226,0.017,-10.509,HR240,Cloture on the Motion to Proceed Rejected,,,
114,Senate,58,2015-02-25,1,58,98,2,0.0,0.0,0.0,0.0,0.0,HR240,Cloture on the Motion to Proceed Agreed to,,,
114,Senate,59,2015-02-27,1,59,68,31,0.407,0.075,0.265,0.69,-27.015,HR240,Cloture Motion Agreed to,,,
114,Senate,60,2015-02-27,1,60,34,65,0.375,0.062,-0.247,-0.68,-27.071,HR240,Motion to Table Failed,,,
114,Senate,61,2015-02-27,1,61,66,33,0.394,0.057,0.252,0.631,-27.496,HR240,Amendment Agreed to,,,
114,Senate,62,2015-02-27,1,62,68,31,0.407,0.075,0.265,0.69,-27.015,HR240,Bill Passed,,,
114,Senate,63,2015-02-27,1,63,57,42,-0.014,-0.06,-0.223,-0.278,-11.56,S534,Cloture on the Motion to Proceed Rejected,,,
114,Senate,64,2015-03-02,1,64,47,43,0.034,-0.1,-0.456,0.16,-0.374,HR240,Cloture Motion Rejected,,,
114,Senate,65,2015-03-02,1,65,58,31,0.363,0.027,0.296,0.752,-19.22,HR240,Motion to Table Agreed to,,,
114,Senate,66,2015-03-03,1,66,53,45,0.033,-0.09,-0.459,0.167,-0.371,SJRES8,Motion to Proceed Agreed to,,,
114,Senate,67,2015-03-04,1,67,53,46,0.132,-0.097,-0.417,0.06,-2.833,SJRES8,Joint Resolution Passed,,,
114,Senate,68,2015-03-04,1,68,62,37,-0.172,-0.146,-0.404,-0.383,-9.571,S1,Veto Sustained,,,
114,Senate,69,2015-03-09,1,69,92,0,0.0,0.0,0.0,0.0,0.0,PN62,Nomination Confirmed,,,
114,Senate,70,2015-03-12,1,70,97,0,0.0,0.0,0.0,0.0,0.0,PN173,Nomination Confirmed,,,
114,Senate,71,2015-03-16,1,71,94,0,0.0,0.0,0.0,0.0,0.0,PN68,Nomination Confirmed,,,
114,Senate,72,2015-03-17,1,72,55,43,-0.007,-0.065,-0.219,-0.338,-12.713,S178,Cloture Motion Rejected,,,
114,Senate,73,2015-03-17,1,73,55,43,-0.007,-0.065,-0.219,-0.338,-12.713,S178,Cloture Motion Rejected,,,
114,Senate,74,2015-03-18,1,74,57,41,-0.069,-0.132,-0.387,-0.496,-5.877,S178,Cloture Motion Rejected,,,
114,Senate,75,2015-03-19,1,75,56,42,-0.007,-0.066,-0.219,-0.338,-12.692,S178,Cloture Motion Rejected,,,
114,Senate,76,2015-03-19,1,76,56,42,-0.007,-0.066,-0.219,-0.338,-12.692,S178,Cloture Motion Rejected,,,
114,Senate,77,2015-03-23,1,77,89,0,0.0,0.0,0.0,0.0,0.0,PN130,Nomination Confirmed,,,
114,Senate,78,2015-03-24,1,78,45,52,0.024,-0.086,0.455,-0.118,-0.345,SCONRES11,Amendment Rejected,,,
114,Senate,79,2015-03-24,1,79,94,3,0.823,-0.157,0.324,0.068,-7.472,SCONRES11,Amendment Agreed to,,,
114,Senate,80,2015-03-24,1,80,96,0,0.0,0.0,0.0,0.0,0.0,SCONRES11,Amendment Agreed to,,,
114,Senate,81,2015-03-24,1,81,56,43,-0.093,-0.103,-0.435,-0.046,-4.646,SCONRES11,Amendment Agreed to,,,
114,Senate,82,2015-03-24,1,82,45,54,-0.043,-0.079,0.388,-0.339,-2.76,SCONRES11,Amendment Rejected,,,
114,Senate,83,2015-03-24,1,83,75,24,-0.316,-0.101,-0.383,0.144,-18.53,SCONRES11,Amendment Agreed to,,,
114,Senate,84,2015-03-24,1,84,51,48,0.171,-0.113,0.2,0.286,-16.986,SCONRES11,Motion Rejected,,,
114,Senate,85,2015-03-24,1,85,1,98,0.0,0.0,0.0,0.0,0.0,SCONRES11,Amendment Rejected,,,
114,Senate,86,2015-03-25,1,86,46,53,0.037,-0.085,0.456,-0.169,-0.389,SCONRES11,Amendment Rejected,,,
114,Senate,87,2015-03-25,1,87,99,0,0.0,0.0,0.0,0.0,0.0,SCONRES11,Amendment Agreed to,,,
114,Senate,88,2015-03-25,1,88,59,40,-0.143,-0.113,-0.434,-0.164,-7.325,SCONRES11,Amendment Agreed to,,,
114,Senate,89,2015-03-25,1,89,49,50,0.137,-0.079,0.263,0.714,-10.941,SCONRES11,Amendment Rejected,,,
114,Senate,90,2015-03-25,1,90,46,53,0.052,-0.08,0.208,0.141,-13.576,SCONRES11,Motion Rejected,,,
114,Senate,91,2015-03-25,1,91,46,53,0.037,-0.085,0.456,-0.169,-0.389,SCONRES11,Amendment Rejected,,,
114,Senate,92,2015-03-25,1,92,99,0,0.0,0.0,0.0,0.0,0.0,SCONRES11,Amendment Agreed to,,,
114,Senate,93,2015-03-26,1,93,48,52,0.179,-0.085,0.363,0.091,-5.434,SCONRES11,Amendment Rejected,,,
114,Senate,94,2015-03-26,1,94,46,54,0.036,-0.086,0.459,-0.169,-0.385,SCONRES11,Amendment Rejected,,,
114,Senate,95,2015-03-26,1,95,47,53,0.124,-0.091,0.462,0.045,-0.985,SCONRES11,Amendment Rejected,,,
114,Senate,96,2015-03-26,1,96,32,68,0.468,-0.123,-0.111,-0.129,-50.835,SCONRES11,Motion Rejected,,,
114,Senate,97,2015-03-26,1,97,4,96,0.702,0.354,-0.218,-0.496,-15.07,SCONRES11,Motion Rejected,,,
114,Senate,98,2015-03-26,1,98,61,39,0.344,-0.009,0.241,0.533,-22.125,SCONRES11,Amendment Agreed to,,,
114,Senate,99,2015-03-26,1,99,100,0,0.0,0.0,0.0,0.0,0.0,SCONRES11,Amendment Agreed to,,,
114,Senate,100,2015-03-26,1,100,45,55,-0.032,-0.096,0.452,0.073,-1.831,SCONRES11,Amendment Rejected,,,
114,Senate,101,2015-03-26,1,101,46,54,0.036,-0.086,0.459,-0.169,-0.385,SCONRES11,Amendment Rejected,,,
114,Senate,102,2015-03-26,1,102,56,44,-0.073,-0.095,-0.392,0.035,-5.186,SCONRES11,Amendment Agreed to,,,
114,Senate,103,2015-03-26,1,103,58,42,-0.087,-0.124,-0.454,-0.391,-3.634,SCONRES11,Amendment Agreed to,,,
114,Senate,104,2015-03-26,1,104,46,54,0.036,-0.086,0.459,-0.169,-0.385,SCONRES11,Amendment Rejected,,,
114,Senate,105,2015-03-26,1,105,54,46,0.036,-0.086,-0.459,0.169,-0.385,SCONRES11,Amendment Agreed to,,,
114,Senate,106,2015-03-26,1,106,51,49,0.154,-0.085,-0.231,-0.048,-11.989,SCONRES11,Amendment Agreed to,,,
114,Senate,107,2015-03-26,1,107,47,52,0.162,-0.091,0.43,0.317,-2.41,SCONRES11,Amendment Rejected,,,
114,Senate,108,2015-03-26,1,108,59,41,-0.102,-0.133,-0.377,-0.374,-8.118,SCONRES11,Amendment Agreed to,,,
114,Senate,109,2015-03-26,1,109,100,0,0.0,0.0,0.0,0.0,0.0,SCONRES11,Amendment Agreed to,,,
114,Senate,110,2015-03-26,1,110,46,54,0.036,-0.086,0.459,-0.169,-0.385,SCONRES11,Amendment Rejected,,,
114,Senate,111,2015-03-26,1,111,46,54,0.036,-0.086,0.459,-0.169,-0.385,SCONRES11,Amendment Rejected,,,
114,Senate,112,2015-03-26,1,112,59,41,-0.104,-0.086,-0.271,0.091,-12.647,SCONRES11,Amendment Agreed to,,,
114,Senate,113,2015-03-26,1,113,100,0,0.0,0.0,0.0,0.0,0.0,SCONRES11,Amendment Agreed to,,,
114,Senate,114,2015-03-26,1,114,54,46,0.042,-0.095,-0.415,-0.331,-2.351,SCONRES11,Amendment Agreed to,,,
114,Senate,115,2015-03-26,1,115,53,47,0.241,-0.051,0.328,0.608,-9.51,SCONRES11,Amendment Agreed to,,,
114,Senate,116,2015-03-26,1,116,57,43,-0.062,-0.119,-0.45,-0.401,-2.695,SCONRES11,Amendment Agreed to,,,
114,Senate,117,2015-03-26,1,117,46,54,0.036,-0.086,0.459,-0.169,-0.385,SCONRES11,Amendment Rejected,,,
114,Senate,118,2015-03-26,1,118,59,41,-0.115,-0.117,-0.395,-0.206,-8.117,SCONRES11,Amendment Agreed to,,,
114,Senate,119,2015-03-26,1,119,46,54,0.036,-0.086,0.459,-0.169,-0.385,SCONRES11,Amendment Rejected,,,
114,Senate,120,2015-03-26,1,120,51,49,0.171,-0.086,-0.243,-0.045,-10.807,SCONRES11,Amendment Agreed to,,,
114,Senate,121,2015-03-26,1,121,57,43,0.288,-0.026,0.257,0.579,-16.96,SCONRES11,Amendment Agreed to,,,
114,Senate,122,2015-03-26,1,122,57,43,-0.095,-0.085,-0.388,0.385,-5.648,SCONRES11,Amendment Agreed to,,,
114,Senate,123,2015-03-26,1,123,51,49,0.179,-0.068,0.23,0.348,-13.626,SCONRES11,Motion Rejected,,,
114,Senate,124,2015-03-26,1,124,58,42,-0.113,-0.106,-0.446,-0.051,-5.383,SCONRES11,Amendment Agreed to,,,
114,Senate,125,2015-03-26,1,125,73,27,0.502,0.087,0.136,0.114,-44.729,SCONRES11,Amendment Agreed to,,,
114,Senate,126,2015-03-26,1,126,56,43,-0.055,-0.108,-0.452,-0.239,-2.712,SCONRES11,Amendment Agreed to,,,
114,Senate,127,2015-03-27,1,127,44,54,0.036,-0.085,0.458,-0.17,-0.385,SCONRES11,Amendment Rejected,,,
114,Senate,128,2015-03-27,1,128,52,42,0.077,-0.087,-0.304,-0.714,-4.935,SCONRES11,Amendment Agreed to,,,
114,Senate,129,2015-03-27,1,129,49,48,0.139,-0.08,-0.146,-0.031,-28.416,SCONRES11,Motion Rejected,,,
114,Senate,130,2015-03-27,1,130,52,46,0.118,-0.104,-0.218,-0.135,-11.045,SCONRES11,Amendment Agreed to,,,
114,Senate,131,2015-03-27,1,131,42,56,-0.068,-0.101,0.377,-0.05,-5.445,SCONRES11,Amendment Rejected,,,
114,Senate,132,2015-03-27,1,132,54,44,0.062,-0.098,-0.238,-0.347,-9.589,SCONRES11,Amendment Agreed to,,,
114,Senate,133,2015-03-27,1,133,47,51,0.1,-0.022,0.197,0.271,-15.726,SCONRES11,Amendment Rejected,,,
114,Senate,134,2015-03-27,1,134,50,48,0.221,-0.07,0.288,0.429,-11.8,SCONRES11,Amendment Agreed to,,,
114,Senate,135,2015-03-27,1,135,52,46,0.063,-0.069,-0.182,-0.025,-14.569,SCONRES11,Concurrent Resolution Agreed to,,,
114,Senate,136,2015-04-13,1,136,95,0,0.0,0.0,0.0,0.0,0.0,PN21,Nomination Confirmed,,,
114,Senate,137,2015-04-14,1,137,54,45,0.036,-0.085,-0.459,0.17,-0.383,HR2,Amendment Rejected,,,
114,Senate,138,2015-04-14,1,138,50,50,0.183,-0.075,0.286,0.362,-9.819,HR2,Motion Rejected,,,
114,Senate,139,2015-04-14,1,139,42,58,0.285,-0.064,-0.184,-0.094,-26.354,HR2,Amendment Rejected,,,
114,Senate,140,2015-04-14,1,140,43,57,-0.06,-0.121,0.37,0.341,-6.65,HR2,Motion Rejected,,,
114,Senate,141,2015-04-14,1,141,11,89,0.656,-0.039,-0.299,-0.349,-19.32,HR2,Amendment Rejected,,,
114,Senate,142,2015-04-14,1,142,58,42,0.293,-0.003,0.179,0.322,-28.618,HR2,Motion Rejected,,,
114,Senate,143,2015-04-14,1,143,71,29,0.437,0.06,0.241,0.415,-30.794,HR2,Motion Agreed to,,,
114,Senate,144,2015-04-14,1,144,92,8,0.701,-0.074,0.336,0.326,-16.261,HR2,Bill Passed,,,
114,Senate,145,2015-04-15,1,145,54,43,-0.053,-0.131,-0.193,0.138,-16.734,SCONRES11,Motion Agreed to,,,
114,Senate,146,2015-04-15,1,146,86,11,0.712,-0.114,0.185,0.146,-29.385,SCONRES11,Motion Agreed to,,,
114,Senate,147,2015-04-15,1,147,85,11,0.52,-0.364,0.207,-0.696,-20.209,SCONRES11,Motion Agreed to,,,
114,Senate,148,2015-04-15,1,148,97,0,0.0,0.0,0.0,0.0,0.0,SCONRES11,Motion Agreed to,,,
114,Senate,149,2015-04-15,1,149,45,52,0.037,-0.084,0.454,-0.173,-0.389,SCONRES11,Motion Rejected,,,
114,Senate,150,2015-04-15,1,150,84,13,0.624,-0.064,0.204,0.005,-26.917,SCONRES11,Motion Agreed to,,,
114,Senate,151,2015-04-15,1,151,57,40,-0.13,-0.095,-0.397,0.012,-8.561,SCONRES11,Motion Agreed to,,,
114,Senate,152,2015-04-15,1,152,44,53,-0.043,-0.077,0.387,-0.341,-2.761,SCONRES11,Motion Rejected,,,
114,Senate,153,2015-04-15,1,153,45,52,0.037,-0.084,0.454,-0.173,-0.389,SCONRES11,Motion Rejected,,,
114,Senate,154,2015-04-16,1,154,95,2,0.0,0.0,0.0,0.0,0.0,PN56,Nomination Confirmed,,,
114,Senate,155,2015-04-20,1,155,91,0,0.0,0.0,0.0,0.0,0.0,PN16,Nomination Confirmed,,,
114,Senate,156,2015-04-22,1,156,43,55,-0.061,-0.116,0.369,0.341,-6.653,S178,Amendment Rejected,,,
114,Senate,157,2015-04-22,1,157,98,0,0.0,0.0,0.0,0.0,0.0,S178,Amendment Agreed to,,,
114,Senate,158,2015-04-22,1,158,45,53,0.196,0.003,-0.262,-0.585,-12.385,S178,Amendment Rejected,,,
114,Senate,159,2015-04-22,1,159,56,43,0.234,0.039,0.218,0.554,-19.766,S178,Amendment Rejected,,,
114,Senate,160,2015-04-22,1,160,99,0,0.0,0.0,0.0,0.0,0.0,S178,Amendment Agreed to,,,
114,Senate,161,2015-04-22,1,161,98,0,0.0,0.0,0.0,0.0,0.0,S178,Amendment Agreed to,,,
114,Senate,162,2015-04-22,1,162,97,2,0.0,0.0,0.0,0.0,0.0,S178,Amendment Agreed to,,,
114,Senate,163,2015-04-22,1,163,99,0,0.0,0.0,0.0,0.0,0.0,S178,Bill Passed,,,
114,Senate,164,2015-04-23,1,164,66,34,0.39,0.022,0.247,0.478,-29.261,PN4,Cloture Motion Agreed to,,,
114,Senate,165,2015-04-23,1,165,56,43,0.254,0.012,0.22,0.476,-21.877,PN4,Nomination Confirmed,,,
114,Senate,166,2015-04-27,1,166,87,0,0.0,0.0,0.0,0.0,0.0,PN43,Nomination Confirmed,,,
114,Senate,167,2015-04-28,1,167,39,57,0.278,0.004,-0.168,-0.277,-27.661,HR1191,Amendment Rejected,,,
114,Senate,168,2015-04-29,1,168,45,54,0.202,-0.022,-0.17,-0.284,-24.775,HR1191,Amendment Rejected,,,
114,Senate,169,2015-05-04,1,169,93,0,0.0,0.0,0.0,0.0,0.0,PN209,Nomination Confirmed,,,
